fault,buffer_km,days,minmag,strength,risk,max_mag,count,b_value,dist_weighted,rateZ,gnss_slope,insar_slope,gw_z,window,updated_local
Küçük Menderes (örnek),60,30,2,55,7.9,0.0,0,0.0,0.0,0.0,0.06523811744621812,3.6639976275207594e-05,,Kısa vadede belirgin sinyal yok (pilot),2025-12-05 21:46:37
